,Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
954,954,Kristin Urquiza #MarkedByCOVID,@kdurquiza,2021-02-20T23:50:39.000Z,".
@dougducey
’s inaction: 15,480 people and counting dead from #covid and multiple times as worst place in the world for cases/capita. 
@9thFloorAZ
 responsible for death of Charles Krebbs and so many others. Blood on your hands. #markedbycovid","Quote Tweet
Tara Swanigan
@Tara_Swanigan
 · Feb 21
Replying to @kdurquiza @dougducey and @azcentral
This was the day before my dad was rushed to hospital in AZ w Covid in an ambulance.",,1,12,25,['https://pbs.twimg.com/profile_images/1265646665442062336/wEYiDBSr_mini.jpg'],https://twitter.com/kdurquiza/status/1363274902703235076
955,955,abi,@sometimesabi,2021-02-20T23:50:37.000Z,have I missed an announcement that covid has fucked off or sumn because everyone seems to just be going about their lives and having parties with their mates? confused I thought we were in lockdown..,,,1,,22,[],https://twitter.com/sometimesabi/status/1363274891928174604
956,956,California Kathy,@ThatCAKathy,2021-02-20T23:51:27.000Z,What is a good response for an extended family member who doesn’t believe covid is real and thinks all these people are dying of other things? I am beyond fed up with him.,,❤ 😷 💉,20,1,10,[],https://twitter.com/ThatCAKathy/status/1363275101383221250
957,957,Charles Smith,@ProfSmithSask,2021-02-20T23:50:55.000Z,"My workload has tripled with online learning. It isn’t fun. But better than students and staff contracting Covid. Tough all around. #cdnpse #cdpoli 

University students lash out at tuition hikes, poor quality of remote learning /via 
@globeandmail","University students lash out at tuition hikes, poor quality of remote learning
From symbolic penguin protests to angry meetings, the postsecondary mood across the country is growing more bitter by the day
theglobeandmail.com",,2,4,9,['https://pbs.twimg.com/card_img/1388698868741726210/JZ-nysJ5?format=jpg&name=small'],https://twitter.com/ProfSmithSask/status/1363274968029483009
958,958,Pucks and Pitchforks,@pitchforkedpuck,2021-02-20T23:54:11.000Z,"I would think Nico is going to take quite a while to get back to speed. Broken fibula, no practice, and recovering from covid. Only small symptoms but still. Let’s not make any snap judgments for the next two weeks","Quote Tweet
Corey Masisak
@cmasisak22
 · Feb 21
Nico Hischier said Tom Fitzgerald told him this morning he was being named captain. 

He confirmed it was a broken fibula, and that he tested positive for COVID-19, but he didn't bad symptoms and he doesn't know how he got it.",,1,,19,['https://pbs.twimg.com/profile_images/1206271325863469056/xgaP3QyB_mini.jpg'],https://twitter.com/pitchforkedpuck/status/1363275788234194949
959,959,Jon Schwarz,@schwarz,2021-02-20T23:48:07.000Z,"Nursing home industry avoids scrutiny for Covid-19 deaths as powerful lobby goes to work https://interc.pt/2ZvIOaW by 
@matthewccook5","Nursing Home Industry Avoids Scrutiny for Covid-19 Deaths as Powerful Lobby Goes to Work
Just two nursing home executives have been indicted for Covid-19 deaths, while the industry showered millions on candidates, PACs, and lobbying.
theintercept.com",,1,6,3,['https://pbs.twimg.com/card_img/1388460460807266308/JWWvTPId?format=jpg&name=small'],https://twitter.com/schwarz/status/1363274262275108875
960,960,Inky Mark,@inky_mark,2021-02-21T23:55:41.000Z,"21,658 covid19 deaths Not a peep from Trudeau, zero compassion to families who lost love ones, too busy lying and covering his vaccine screwup",,,10,43,139,[],https://twitter.com/inky_mark/status/1363638556703551488
961,961,𝙉𝘼𝙑𝙀𝙀𝙉 𝙍𝘼𝙕𝙄𝙆,@naveenjrazik,2021-02-21T23:57:13.000Z,"Ahead of the #Covid19 vaccine rollout, Dep CMO 
@nick_coatsworth
 shouted the whole ACT vaccination team some snazzy Covid vaccination socks. 
@SBSNews
 #auspol #covid19au",,📰,2,9,12,"['https://pbs.twimg.com/media/EuyeYbVVkDMkP0F?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EuyeYhnVgAEheVa?format=jpg&name=small']",https://twitter.com/naveenjrazik/status/1363638942738751489
962,962,がじぇ,@totsumusume,2021-02-21T23:54:12.000Z,"Tokyo

Signs of the spread of covid19 infection. Suspected mutant virus.
#covid19
#covid19vaccine
#Olympics
#Tokyo2020
#TokyoOlympics
#Tokyo2021",,,,4,6,['https://pbs.twimg.com/media/EuydsvrUcAUS1nW?format=jpg&name=900x900'],https://twitter.com/totsumusume/status/1363638183909412868
963,963,Victor Albert Marco,@victheman883,2021-02-21T23:51:22.000Z,The future of work after Covid: https://mckinsey.com/featured-insights/future-of-work/the-future-of-work-after-covid-19… #innovation #futureofwork #COVID #technology #MachineLearning #DigitalTransformation #ArtificialIntelligence #AI #technews,"The future of work after COVID-19
The COVID-19 pandemic accelerated existing future of work trends, with 25% more workers than previously estimated potentially needing to switch occupations.
mckinsey.com",,,18,16,['https://pbs.twimg.com/card_img/1386618961958162435/clESLfnT?format=png&name=small'],https://twitter.com/victheman883/status/1363637470751956994
964,964,Sippy,@SippyAu,2021-02-21T23:58:49.000Z,"I’m sorry, but “outdoor dining” inside of a tent to minimise covid spread is the stupidest thing I have ever heard/seen",,😈,8,23,180,[],https://twitter.com/SippyAu/status/1363639342216843266
965,965,MrGruntington,@mrgruntington,2021-02-21T23:59:41.000Z,Was sent home from work early due to someone having COVID. Soon I'll probably get these done.,,,3,,26,"['https://pbs.twimg.com/media/Euye8yZVIAMd-Bv?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Euye9LxU4AI1GAG?format=jpg&name=360x360']",https://twitter.com/mrgruntington/status/1363639564040957953
966,966,OCETFO-CNO,@OcetfoC,2021-02-21T23:52:44.000Z,Boards are doing their best. TEACHERS are doing their best. The story above shows why virtual learning MUST end as quickly as possible once COVID fades. It is NOT a “neat new program choice.” It is the unraveling of our most vital social program- Public Education for all.,,,1,7,23,[],https://twitter.com/OcetfoC/status/1363637812361322499
967,967,Paca Whisperer aka Jayme,@SageHillfarms,2021-02-21T23:54:24.000Z,Just drove past Texas Roadhouse and Outback & there parking lots are full & there's a line out the door at roadhouse. Guess people have thrown in the what the hell let's take a chance & see if we win Covid roulette towel. Sigh. People are just so ridiculous,,,3,2,22,[],https://twitter.com/SageHillfarms/status/1363638233553399816
968,968,Sweeny Murti,@YankeesWFAN,2021-02-21T23:48:17.000Z,"When Domingo German addresses his teammates, COVID protocols will force him to do so multiple times in small groups.  Makes an awkward situation worse, but this is a problem of his own doing. 

Full squad reports Monday.",,,24,22,417,[],https://twitter.com/YankeesWFAN/status/1363636692494798850
969,969,David R•lst•n,@dr0lst0n,2021-02-21T23:59:27.000Z,"We have lost a group of people almost equal to the entire population of Wyoming to COVID-19. 

Imagine that, one year and almost the entire population of Wyoming is gone, wiped from the earth.",,,15,51,113,[],https://twitter.com/dr0lst0n/status/1363639502359588864
970,970,Rushi Millns,@RushiMillns,2021-02-21T23:56:44.000Z,"""All #schools in England are expected to reopen on 8 March as part of the prime minister's ""cautious"" four-part plan to lift the #coronavirus lockdown""

I know my students will be delighted 
https://bbc.co.uk/news/uk-56148160…

#teaching #education #LevelUp 
@educationgovuk
 #lockdown #COVID",,👇,,3,5,['https://pbs.twimg.com/media/EuyeR8vXAAAL8HV?format=jpg&name=small'],https://twitter.com/RushiMillns/status/1363638821359919106
971,971,Christopher Ryan,@FFChristopherRy,2021-02-21T23:50:03.000Z,Alabama’s protocol for Covid-19 ventilator use was designed to fit a specific class of people without disability(s).,,,,2,4,['https://pbs.twimg.com/media/Euycv2iXcAI5Bne?format=jpg&name=small'],https://twitter.com/FFChristopherRy/status/1363637136948400132
972,972,"Anthony B,",@swearyanthony,2021-02-21T23:54:56.000Z,Wait so they're pulling covid ads from FB? Uhhhhhh,"Quote Tweet
Louise Yaxley
@louiseyaxley
 · Feb 22
Government to escalate Facebook feud by pulling advertising spend potentially worth millions of dollars http://abc.net.au/news/2021-02-22/government-escalates-facebook-feud-by-pulling-advertising/13177688?utm_source=abc_news_web&utm_medium=content_shared&utm_content=twitter&utm_campaign=abc_news_web…",,6,9,30,['https://pbs.twimg.com/profile_images/1055045562821537792/MfYAE7JC_mini.jpg'],https://twitter.com/swearyanthony/status/1363638365401227267
973,973,The Hill,@thehill,2021-02-21T23:53:03.000Z,NEW: House Democrats will face their biggest test of unity yet this week as they prepare to get President Biden’s $1.9 trillion COVID-19 relief package closer to the finish line.,"Democrats face unity test on Biden's $1.9T bill
House Democrats will face their biggest test of unity yet this week as they prepare to get President Biden’s $1.9 trillion COVID-19 relief package closer to the finish line. 
thehill.com",,29,42,137,['https://pbs.twimg.com/card_img/1387154122072330241/vFNpcofL?format=jpg&name=small'],https://twitter.com/thehill/status/1363637893638615040
974,974,Dr. Amanda Hugandkiss on a Hill,@datingsexpert,2021-02-21T23:55:00.000Z,"When you prep for 2 hours for 5 minutes worth of sex. 

Things I’m happy covid ruined.",,,8,12,65,[],https://twitter.com/datingsexpert/status/1363638381771595777
975,975,CREID,@Creid85,2021-02-21T23:55:25.000Z,"This UC basketball season is like putting all eggs in one basket, but there’s no basket, and you just have two giant white eggs and you dropped one...the other one is rotting in your hands...also you have COVID",,,,,9,[],https://twitter.com/Creid85/status/1363638488818716674
976,976,shadesoflight,@Shadesoflight3,2021-02-21T23:48:31.000Z,If you knew you had covid rules why didn’t you start earlier or run a virtual show. Mtchewww,,💫,2,6,57,[],https://twitter.com/Shadesoflight3/status/1363636753635115011
977,977,Lydia Lynch,@LydiaLynch101,2021-02-21T23:50:58.000Z,"The first six people to be vaccinated against COVID-19 in Queensland. 
@brisbanetimes",,,6,21,83,['https://pbs.twimg.com/media/Euyc9BdU4AEASI8?format=jpg&name=small'],https://twitter.com/LydiaLynch101/status/1363637366594826246
978,978,Brooke,@brookeharrisonx,2021-02-21T23:55:10.000Z,"I have been working on the COVID ward for the past week and they are FULL to capacity, A&E isolation rooms are FULL to capacity, COVID ICU is FULL. We are spending 2-3 hours at a time seeing patients in FULL PPE. An entire team of 5 doctors in the day at 3 in the night.",,,9,146,93,[],https://twitter.com/brookeharrisonx/status/1363638424259952646
979,979,shroom shawty,@sovereign444,2021-02-21T23:52:04.000Z,the real thing you all should be worried about is the doctors committing malpractice on minorities in the hospital because they’re racist and money hungry. they get paid triple to treat patients with covid & even more to put them on a ventilator. when you don’t need a ventilator-,"Quote Tweet
𝗙
@_f4rhad
 · Feb 20
Wtf 
Just saw this
Show this thread
0:56
81.8K views",🍄 💎 😨,1,2,6,['https://pbs.twimg.com/profile_images/1388199540935860225/UQv8hndm_mini.jpg'],https://twitter.com/sovereign444/status/1363637644215808000
980,980,André Picard,@picardonhealth,2021-02-21T23:55:57.000Z,"I'm a physician. I got the #COVID19 vaccine. And now I feel guilty, by @Arj_Sharma17  https://theglobeandmail.com/life/first-person/article-i-got-the-covid-19-vaccine-and-i-feel-guilty/?utm_medium=Referrer:+Social+Network+/+Media&utm_campaign=Shared+Web+Article+Links… via 
@GlobeDebate
 #cdnhealth #vaccination","I got the COVID-19 vaccine. And I feel guilty
These days, I rarely am the master of my own thoughts. Instead, I find myself dragged along. For me this became a moment to confront the grief that had piled over the last days, the last weeks, the...
theglobeandmail.com",,4,5,12,['https://pbs.twimg.com/card_img/1384405276086915075/huSkAaeS?format=jpg&name=small'],https://twitter.com/picardonhealth/status/1363638623233581058
981,981,Claire Nichols,@NicholsClaire,2021-02-21T23:57:01.000Z,"A huge congratulations to the team behind this year's 
@perthfest
 Literature and Ideas. Loved the new venue at 
@HisMajestyT
 and despite the COVID setbacks (guests on Zoom, reduced crowds) it felt exciting, warm and intimate. Bravo!",,,4,3,44,[],https://twitter.com/NicholsClaire/status/1363638893170413570
982,982,SABC News,@SABCNews,2021-02-21T23:53:45.000Z,COVID-19 statistics in South Africa #sabcnews #covid19SA,,,5,2,15,['https://pbs.twimg.com/media/EuydjY1XAAMP1zz?format=jpg&name=small'],https://twitter.com/SABCNews/status/1363638068939526145
983,983,Erika Sanzi,@esanzi,2021-02-21T23:55:47.000Z,"Some of us have long known about the parent shaming that goes with pushing back on the status quo. But for many, COVID has been their first window into the belly of that beast. 

I didn't enjoy writing this but it all needed to be said.","Parent-Shaming Is Nothing New
But it is on display more than ever due to COVID (and coming from so many different directions!)
sanzi.substack.com",,4,18,26,[],https://twitter.com/esanzi/status/1363638578878832645
984,984,"Hanna Marie, M.A.",@tinysapien,2021-02-21T23:52:12.000Z,"Please, please unfollow and or mute or block me if you actually think I would unfollow someone for simply mentioning Covid. Oh my god I can't. I am dying. Please. If you're that delusional about disabled people leave my space.",,,1,,11,[],https://twitter.com/tinysapien/status/1363637680916094978
985,985,Hughes Deserves Better,@Better4Hughes,2021-02-21T23:59:47.000Z,"Hughes voters are abandoning the Craig Kelly ship, that’s for sure!  

6% swing against
71% think his COVID comments irresponsible (incl 56% liberal voters!)
Two thirds think climate change comments irresponsible

We’ve got momentum down here in Hughes! Get on board!
#auspol","Quote Tweet
simon holmes à court
@simonahac
 · Feb 22
trouble in #hughes!

polling commissioned by @Better4Hughes found:
• 71% of electorate believe @CraigKellyMP's facebook activities are irresponsible or very irresponsible
• 2PP has kelly winning, but has fallen 5 points and would rely on prefs.

https://theguardian.com/australia-news/2021/feb/22/craig-kelly-in-trouble-in-hughes-over-support-for-unproven-covid-therapies-poll-finds… #auspol",💧 🕯,1,6,14,['https://pbs.twimg.com/profile_images/1059567401660891136/789RMK7Z_mini.jpg'],https://twitter.com/Better4Hughes/status/1363639589034881025
986,986,michelle maher,@mmaher70,2021-02-21T23:57:25.000Z,"Lockdown 4. as hospital's. at this stage, have more people with COVID-19, than height first wave 
Johnson is weak, weak PM pandering to eugenics,  hard right 
We can only hope that mutation virus which vaccine can't cure

#EnoughIsEnough",,,1,11,20,[],https://twitter.com/mmaher70/status/1363638990230978564
987,987,"Cindy Kane, Ph.D.",@cindykane,2021-02-21T23:51:17.000Z,"Just thinking about how normal it used to be to blow out candles on a birthday cake. Now all I can envision are droplets everywhere that we ultimately end up serving to others. Gee thanks for ruining that too, COVID.",,,1,,19,[],https://twitter.com/cindykane/status/1363637448094400514
988,988,Maggie O'Mara,@maggieKTVB7,2021-02-21T23:58:08.000Z,"Imagine being diagnosed with cancer in 2020? That's what happened to Stephanie Kjerstad of Star, she was diagnosed with stage 3 colorectal cancer. Now, she's dedicated to giving back to newly diagnosed patients who are taking on treatment during COVID-19. #7sHero @ 10pm 
@KTVB",,,,2,21,"['https://pbs.twimg.com/media/EuyemHcVgAAtyjc?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EuyemHaVoAYf0wu?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EuyemHaVIAMqO0S?format=jpg&name=360x360', 'https://pbs.twimg.com/media/EuyemHaVoAEEvgp?format=jpg&name=360x360']",https://twitter.com/maggieKTVB7/status/1363639170246189056
989,989,Austin Fire Dept,@austinfiredept,2021-02-21T23:59:43.000Z,"Just as COVID-19 vaccines can’t wait for snow and ice to melt, neither can dialysis patients. So yesterday, some AFD folks spent several hours working w/
@NHCFRtalk
 to get 3 dialysis clinics up and running. https://bit.ly/3kalglf #ourmissiongoesbeyondourname 
 © AFD/BC Greg Pope",,📸,2,10,54,['https://pbs.twimg.com/media/Euydx4lXYAIehTp?format=jpg&name=small'],https://twitter.com/austinfiredept/status/1363639571364401155
990,990,Orin,@orinanne,2021-02-21T23:57:31.000Z,Zaxbys line looks like a covid test site. There’s no way out either. I have to eat Zaxbys now,"The following media includes potentially sensitive content. Change settings
View",🗂,5,1,15,[],https://twitter.com/orinanne/status/1363639016885784577
991,991,Robert Rees,@Rreesrugby,2021-02-21T23:58:59.000Z,"The SRU accounts were published this week. 

Taken some key figures out for you. Obviously a Covid affected year.

● Turnover down to £55.4m
• Expenditure down to £59.8m
● Operating loss of £5.2m
• Staff contracted; 445 (115 players)
● £27.39m on staff wages",,,4,3,6,['https://pbs.twimg.com/media/Euyey-OXMAMX_sd?format=jpg&name=small'],https://twitter.com/Rreesrugby/status/1363639387817455620
992,992,Cara,@sassyparrot,2021-02-21T23:55:58.000Z,Have been sick for days. COVID test tomorrow. I don't have a good feeling about this.,,,31,,22,[],https://twitter.com/sassyparrot/status/1363638628744855554
993,993,Brandon Boxer,@theboxershow,2021-02-21T23:59:15.000Z,"Tomorrow 
@610wtvnnews
 (5:30-9am)

6:07-
@Dr_Infection
 -COVID update

7:14- 
@jay_ratliff
 on United Air engine explosion 

7:35-
@hamrickisms
 @Bankrate
 on jobless #’s, State of Economy

8:07-
@FoxNews
 Contributor 
@lizpeek
 on latest Political Trends 

Car | Smart Device | iHeart App",,,,6,10,[],https://twitter.com/theboxershow/status/1363639454192312321
994,994,Rebel-Net.com,@Rebel_Net,2021-02-21T23:59:54.000Z,"I’m curious - allergy season is coming, desert is high in allergens, when the blooms start, the sniffles and sore throat and itchy eyes pop up. Are people going to sprint to ER thinking it’s covid?",,,4,1,6,[],https://twitter.com/Rebel_Net/status/1363639618772426755
995,995,betterstreets4kc,@betterstreetskc,2021-02-21T23:54:53.000Z,"Over 11,000 
 journeys in one day on a safe segregated 
 lane, in London, in February. That’s more than daily 
 journeys on High St Ken (pre COVID). But using less space, zero pollution, healthy, safe & bring smiles. 
@RBKC
 need to get the lane back now https://betterstreets4kc.org.uk/campaigns/high-street-kensington/…","Quote Tweet
London Cycle Route CS3's Crowdsourced Count
@CS3Count
 · Feb 22
On Saturday 20 February 2021, there were 11,263 cycle journeys 
 recorded by the #CS3 #Embankment counter.
Thanks to @slewgy and @thenewlove for the scores.
#CS3Count

YES, THAT'S ELEVEN THOUSAND CYCLE JOURNEYS ON A SATURDAY IN FEBRUARY",🚲 🚲 🚘,,7,21,['https://pbs.twimg.com/profile_images/988434898880028672/0o-Sd-3z_mini.jpg'],https://twitter.com/betterstreetskc/status/1363638352650661888
996,996,hazy,@hazyEU,2021-02-21T23:58:54.000Z,remember before covid we wouldn’t wash our hands after going to the bathroom good times,,😂,5,,10,[],https://twitter.com/hazyEU/status/1363639367038873601
997,997,Ryan W. Gates,@RyanWGates,2021-02-21T23:54:09.000Z,"Shout out to 
@SarahforSG
! Got to work with her today on a #COVID19 vaccine PSA for 
@HealthCoreICT
 and, wow! She's amazing! Talk about personalism, vision, and brilliance. 
@SedgwickCounty
 has a phenomenal commissioner and I'm glad she represents my county. ",,🌻 💯 🤗,,3,16,[],https://twitter.com/RyanWGates/status/1363638170332626944
998,998,Easter Seals Greater Houston,@eastersealshou,2021-02-21T23:52:00.000Z,"Thanks to 
@HouUnitedWay
 and the Greater Houston Community Foundation an immediate family member who lived in the same household can seek financial assistance that could be used to address immediate or urgent needs. #COVID19 #LostLovedOne
Learn more:","COVID-19 Lost Loved One Bereavement Fund | MAMHouston
The purpose of the Greater Houston COVID-19 Recovery Fund COVID-19 Lost Loved One Bereavement Fund is to provide flexible financial assistance for families that have faced a loss of an immediate...
mamhouston.org",,,3,3,[],https://twitter.com/eastersealshou/status/1363637630550835200
999,999,Matteo,@6abcmatteo,2021-02-21T23:55:37.000Z,"Andy Wojcik was pretty emotional today on the verge of receiving his second dose of the COVID-19 vaccine.

He's used to visiting the Dover International Speedway to watch races. Today, he joined a race to the finish line of the pandemic. 
Learn more: http://6abc.com/10359866/",,🏁,1,3,11,['https://pbs.twimg.com/ext_tw_video_thumb/1363638373617967107/pu/img/_BiyLq2bdbU9Hbg9.jpg'],https://twitter.com/6abcmatteo/status/1363638538370220033
1000,1000,KUT Austin,@KUT,2021-02-21T23:54:13.000Z,"Austin Public Health is resuming COVID-19 vaccinations and testing after the winter storm put operations on hold for more than a week. But the agency warns that it will take time to get everything back to normal. | 
@marisacharp
 http://kutne.ws/3dA9r6L",,,,5,6,['https://pbs.twimg.com/media/EuydilnXcAIJb68?format=png&name=small'],https://twitter.com/KUT/status/1363638184970752000
1001,1001,SABC News,@SABCNews,2021-02-21T23:55:27.000Z,The World Health Organisation (WHO) is calling on Tanzanian authorities to release COVID-19 data and implement public health measures to break the chain of transmission of the deadly virus.,"WHO calls on Tanzania to release COVID-19 data
The World Health Organisation (WHO) is calling on Tanzanian authorities to release COVID-19 data and implement public health measures to break the chain of t...
youtube.com",,9,1,13,['https://pbs.twimg.com/card_img/1388654622370242562/wENEooSY?format=jpg&name=240x240'],https://twitter.com/SABCNews/status/1363638497127636992
1002,1002,Adriana Maestas,@AdrianaMaestas,2021-02-21T23:57:36.000Z,"Even when Covid infection rates decline or most ppl are vaccinated, I hope that mask wearing is normalized on planes, buses, in environments where ppl are cooking/serving food, etc. 

I kind of like not having ppl breath their germs all over everyone...","Quote Tweet
CNN Breaking News
@cnnbrk
 · Feb 21
Dr. Fauci says it's possible Americans will need to wear masks in 2022 even as the US may reach ""a significant degree of normality"" by year's end
https://cnn.it/3aFclFl",,1,3,8,"['https://pbs.twimg.com/profile_images/925092227667304448/fAY1HUu3_mini.jpg', 'https://pbs.twimg.com/media/EuwzMMfUYAYmd1f?format=jpg&name=small']",https://twitter.com/AdrianaMaestas/status/1363639036229808130
1003,1003,Matt Tinney,@Matt_Tinney,2021-02-21T23:57:00.000Z,"The massive task of vaccinating West Aussies against COVID-19 begins today. 
@sunriseon7",,,,4,1,['https://pbs.twimg.com/ext_tw_video_thumb/1363638745300234244/pu/img/YzwroctR04Wdlmdt.jpg'],https://twitter.com/Matt_Tinney/status/1363638885809414145
1004,1004,ABS-CBN News Channel,@ANCALERTS,2021-02-21T23:51:29.000Z,"The government will rely on the extensive contract tracing efforts and strengthened #COVID19 response of local officials if the modified general community quarantine is implemented nationwide, said Health Undersecretary Maria Rosario Vergeire.",,,3,15,11,['https://pbs.twimg.com/media/EuydEHeXEAQ_kah.jpg'],https://twitter.com/ANCALERTS/status/1363637497448792064
1005,1005,10 News First Sydney,@10NewsFirstSyd,2021-02-21T23:57:45.000Z,"NSW commenced its #COVID19 vaccine rollout today, with Premier 
@GladysB
 referring to it as the ""start of the end"" | 
@danielsutton10
 has the latest from one of Greater Sydney's three vaccine hubs","1:51
371 views",,2,4,7,[],https://twitter.com/10NewsFirstSyd/status/1363639075002064912
1006,1006,Jake Lobin,@JakeLobin,2021-02-22T23:56:24.000Z,"Moment of silence tonight 
500 CANDLES surround President Biden, First Lady, Vice President Harris & the Second Gentleman at the White House... Bells tolling & Amazing Grace honoring 500,000 COVID victims.

It was moving.
It was somber.
It was necessary.

#BidenCares #COVID19",,🕯,55,331,926,['https://pbs.twimg.com/media/Eu3nyg2VkAU7g-M?format=jpg&name=small'],https://twitter.com/JakeLobin/status/1364001122483138563
1007,1007,Autarkh,@Autarkh,2021-02-22T23:55:50.000Z,Biden's COVID response net approval is 46.2 points above Donald's final comparable numbers.,,,1,8,17,"['https://pbs.twimg.com/media/Eu3np_fUYAIEGDU?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Eu3nqUGUcAYL1xQ?format=jpg&name=360x360']",https://twitter.com/Autarkh/status/1364000980757483523
1008,1008,Dusty Rose,@DustyRoseYYC,2021-02-22T23:58:13.000Z,"Do you think they write your gender pronouns on the door sign at the COVID concentration camps?  

#cdnpoli",,,3,10,45,[],https://twitter.com/DustyRoseYYC/status/1364001579339194375
1009,1009,Chris !,@Kaijuklutz,2021-02-22T23:57:49.000Z,"City of Toronto moves to sue Khaleel Seivwright for building Tiny Shelters for the homeless on public property.
Shelters are full, many are experiencing COVID 19 outbreaks. Instead of dedicating resources to safe alternatives, our city will dedicate funding to this lawsuit.",,,9,56,105,['https://pbs.twimg.com/media/Eu3oHa6WgAAHzoc?format=jpg&name=900x900'],https://twitter.com/Kaijuklutz/status/1364001480710184965
1010,1010,Dr. Arun Sethuraman,@arunsethuraman,2021-02-22T23:58:18.000Z,"Update - I somehow gathered my s*%$ together and managed to work on four separate manuscripts today. Watch out, AE's! :D Now to get my weekly COVID-19 test before teaching my first F2F class in a year tomorrow! Excited, and nervous at the same time.",,,2,,26,[],https://twitter.com/arunsethuraman/status/1364001603716403207
1011,1011,Louis Wilson,@CoachLWilson,2021-02-22T23:57:32.000Z,"500,000 PEOPLE HAVE DIED FROM COVID IN A YEAR.
MAY ALMIGHTY GOD BLESS EACH OF THEIR SOULS & MAY HE COVER EACH OF THEIR LOVED ONES IN HIS AMAZING GRACE.
IT HAS BEEN SUCH A TOUGH TIME. LETS TAKE CARE OF OURSELVES, LETS TAKE CARE OF EACH OTHER & 
LETS NEVER FORGET THOSE WE HAVE LOST",,,,4,22,[],https://twitter.com/CoachLWilson/status/1364001407427354625
1012,1012,lyra,@taeromantics,2021-02-22T23:55:20.000Z,wear your masks guys covid is,,,1,4,12,"['https://pbs.twimg.com/media/Eu3njHHXcAcrtTO?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Eu3njHmVEAEEQn_?format=jpg&name=360x360']",https://twitter.com/taeromantics/status/1364000856513863681
1013,1013,katie,@reconsidered,2021-02-22T23:55:12.000Z,"PSA #COVID19 is no fucking joke. #WearAMask
 #doublemask #vaccinate
. I plan to get mine as soon as I’m eligible. I never want to experience this again.",,🖤,3,1,26,[],https://twitter.com/reconsidered/status/1364000820233003009
1014,1014,shamuel l jackson,@kneeyockartee,2021-02-22T23:59:56.000Z,remember at the start of all this the smell of hand sanitiser used to give u flash backs to bad nights out? What if in a couple of years we can’t drink certain alcohols because the smell gives us Covid flash backs,,,,,37,[],https://twitter.com/kneeyockartee/status/1364002012950626305
1015,1015,StockDweebs,@StockDweebs,2021-02-22T23:58:04.000Z,"Bullish case:
1. March + April; two of the more bullish months historically coming
2. Decreasing COVID numbers
3. Stimulus package

Bearish case:
1. 10-year treasury notes rising. Hurts high-valuation stocks
2. VIX index at support - typically bearish

Great opportunities ahead",,,49,144,1.1K,[],https://twitter.com/StockDweebs/status/1364001541443756043
1016,1016,Dan White,@Danwhite1972,2021-02-22T23:55:42.000Z,"As a carer isolated & forgotten, ground into poverty & mental despair even before #Covid19UK I really couldn’t give a s*** about pubs re-opening, sorry

I’d rather myself & my daughter & countless millions of others like us had a quality of life, basic necessities & aid
#COVID19",,♿ 💙 🌹,6,33,119,['https://pbs.twimg.com/media/Eu3noZZVcAA3q1I?format=jpg&name=small'],https://twitter.com/Danwhite1972/status/1364000948914372608
1017,1017,Joanna Lavoie,@JoannaLavoie,2021-02-22T23:59:53.000Z,"BREAKING: Downtown #Toronto shelter records 29 cases of unknown #COVID19 variant.
#MossPark
@tsatoronto
 @TOPublicHealth
 @cityoftoronto
 
#VariantsOfConcern 
More here: https://toronto.com/news-story/10336583-downtown-toronto-shelter-records-29-cases-of-unknown-covid-19-variant/…",,,,5,5,['https://pbs.twimg.com/media/Eu3oFVuXYAEHxaO?format=jpg&name=small'],https://twitter.com/JoannaLavoie/status/1364001999352659974
1018,1018,Markus Brinkmann,@BrinkmannMarkus,2021-02-22T23:53:27.000Z,"Sask. COVID-19 sewage study an 'early warning system' for variants, says researcher 
@usask
 ⁦
@usask_water
 ⁦
@ToxCentre
⁩ ⁦
@GWFutures
⁩ ⁦
@usask_engr
⁩
https://cbc.ca/news/canada/saskatoon/covid-19-sewage-study-early-warning-system-variants-1.5923528…",,,,2,10,['https://pbs.twimg.com/media/Eu3nHaBUcAAR5Zy?format=jpg&name=small'],https://twitter.com/BrinkmannMarkus/status/1364000381034921988
1019,1019,ABC News,@ABC,2021-02-22T23:54:05.000Z,": Pres. Biden, first lady Jill Biden, Vice Pres. Kamala Harris and second gentleman Doug Emhoff stand outside the White House during a moment of silence held in honor of the more than 500,000 Americans who have died from COVID-19. https://abcn.ws/3qJpov2",,📸,159,515,3K,['https://pbs.twimg.com/media/Eu3nQu9XAAMKDOi?format=jpg&name=small'],https://twitter.com/ABC/status/1364000541081284617
