,Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,hashtag,cleaned words,Segmented#
1780,1780,The Times Of India,@timesofindia,2021-04-25T22:34:37.000Z,"Covid-19: Second wave has shaken country, says PM Modi http://toi.in/AWbG4a27/a24gk",,,196,73,576,['https://pbs.twimg.com/media/Ez2noo8VUAMuku5?format=jpg&name=small'],https://twitter.com/timesofindia/status/1386448588717268993,[],"['covid', 'second', 'wave', 'ha', 'shaken', 'country', 'say', 'pm', 'modi', 'httptoiinawbgaagk']",
1781,1781,Ambassador Vishnu Prakash,@AmbVPrakash,2021-04-25T05:46:36.000Z,"'Minor Niggle' in India-US Ties—Washington Isn’t Too Worried about Countless COVID Deaths in India https://news18.com/news/opinion/minor-niggle-in-india-us-ties-washington-isnt-too-worried-about-countless-covid-deaths-in-india-3675371.html… 
@jyotik","'Minor Niggle' in India-US Ties—Washington Isn’t Too Worried about Countless COVID Deaths in India
Last year, when the US had a dire need, India supplied hydroxychloroquine notwithstanding domestic constraints. All the same, New Delhi does not expect reciprocity.
news18.com",,2,8,10,['https://pbs.twimg.com/card_img/1388335844067479552/-3bzEF7a?format=jpg&name=small'],https://twitter.com/AmbVPrakash/status/1386194913927204871,[],"['minor', 'niggle', 'indiaus', 'tie', 'washington', 'worried', 'countless', 'covid', 'death', 'india', 'httpsnewscomnewsopinionminorniggleinindiaustieswashingtonisnttooworriedaboutcountlesscoviddeathsinindiahtml', 'jyotik']",
1782,1782,Ruchira Chaturvedi,@RuchiraC,2021-04-25T06:42:11.000Z,"COVID second wave may have been inevitable, but the suffering of the people could have been prevented.
#मोदी_का_सिस्टम_ले_डूबा",,,43,692,1.4K,[],https://twitter.com/RuchiraC/status/1386208904376242177,['म'],"['covid', 'second', 'wave', 'may', 'inevitable', 'suffering', 'people', 'could', 'prevented', 'म', 'द', '_क', '_स', 'स', 'टम_ल', '_ड', 'ब']",म
1783,1783,Misha,@Misha_0055,2021-04-25T16:57:26.000Z,"#BeHelpful 
Please help those ones who are unable to do anything due to any particular reason for their families and close ones during this #Covid disaster

Run this chain I tag 
@Yuvraj89137268
 @Harsha98598081
 @sidnaaz__fan
 @spread_love_12
 
@PyaaraHathi","GIF
Quote Tweet
ɳҽԋα (ƈʂƙ)
@Mysteri_ousGirl
 · Apr 25
GIF
#BeHelpful 
Please help those ones who are unable to do anything due to any particular reason for their families and close ones during this #Covid disaster

Run this chain I tag ",🙏 ✨ 💛 💛 ✨ 🙏,1,3,3,"['https://pbs.twimg.com/tweet_video_thumb/Ez1adS7X0AI6u7t.jpg', 'https://pbs.twimg.com/profile_images/1385215004144660481/JYLBFjqp_mini.jpg', 'https://pbs.twimg.com/tweet_video_thumb/Ez1ZwcaVEAI944e?format=jpg&name=120x120']",https://twitter.com/Misha_0055/status/1386363733190995968,"['BeHelpful', 'Covid']","['behelpful', 'please', 'help', 'one', 'unable', 'anything', 'due', 'particular', 'reason', 'family', 'close', 'one', 'covid', 'disaster', 'run', 'chain', 'tag', 'yuvraj', 'harsha', 'sidnaaz__fan', 'spread_love_', 'pyaarahathi']",be helpful  covid
1784,1784,ET Infotech News,@ETInfotechNews,2021-04-25T07:44:22.000Z,Twitter removes posts against government's Covid handling: Report | #Infotech,"Twitter removes posts against government's Covid handling: Report
Social micro-blogging platform Twitter is understood to have removed over four dozen tweets allegedly criticising the central governments handling of the Covid-19 pandemic on instructions from the IT...
economictimes.indiatimes.com",,,1,,['https://pbs.twimg.com/card_img/1388741340821864449/wj2cZdew?format=jpg&name=small'],https://twitter.com/ETInfotechNews/status/1386224550279528448,['Infotech'],"['twitter', 'remove', 'post', 'governments', 'covid', 'handling', 'report', 'infotech']",infotech
1785,1785,Saroj Kumar Rath,@sarojrath,2021-04-25T12:55:02.000Z,"# WHO didn’t wanted name #China for the origin of Virus. So it was bloody Covid! 

But we can call 

UK variant 
South Africa variant 
Brazil variant 
US variant 
India variant?

These are not countries?",,,,1,6,['https://pbs.twimg.com/media/Ez0i-9cWUAEhvcb?format=jpg&name=small'],https://twitter.com/sarojrath/status/1386302732508729346,['China'],"['wanted', 'name', 'china', 'origin', 'virus', 'wa', 'bloody', 'covid', 'call', 'uk', 'variant', 'south', 'africa', 'variant', 'brazil', 'variant', 'u', 'variant', 'india', 'variant', 'country']",china
1786,1786,Avlokit Kumar(Sippy),@AvlokitKumar,2021-04-25T18:25:29.000Z,"More people are dying not because of covid but due to lack of Oxygen and beds. 
Let that sink in.",,,,1,4,[],https://twitter.com/AvlokitKumar/status/1386385895306055684,[],"['people', 'dying', 'covid', 'due', 'lack', 'oxygen', 'bed', 'let', 'sink']",
1787,1787,Prashant Arora,@PrashantArora71,2021-04-25T16:54:53.000Z,"In an effort to support India’s fight against Covid-19,I would like to offer our 3 story Building(50,000 sq.ft approx. covered area)in Tikri Kalan,Main Rohtak Road,rent-free until corona crises is behind us to Central Govt. to develop/run any Covid related facility. 
@PMOIndia",,,,1,,[],https://twitter.com/PrashantArora71/status/1386363092217470979,[],"['effort', 'support', 'india', 'fight', 'covid', 'would', 'like', 'offer', 'story', 'building', 'sqft', 'approx', 'covered', 'area', 'tikri', 'kalan', 'main', 'rohtak', 'road', 'rentfree', 'corona', 'crisis', 'behind', 'u', 'central', 'govt', 'develop', 'run', 'covid', 'related', 'facility', 'pmoindia']",
1788,1788,Anupama Pande,@AnupamaPande2,2021-04-25T10:21:42.000Z,"This is NOT journalism but sensationalism. Multiple ways exist to reconcile the numbers this is NOT one of them. Did you see photos of mass burials in UK & NY when Covid was at its peak there? 
@TVMohandasPai
 @BDUTT
 @ShefVaidya
 @NAN_DINI_
 such photos just spread fear & panic !","Quote Tweet
barkha dutt
@BDUTT
 · Apr 25
Delhi tonight. The loneliness of the COVID Cremation ground. And if you start tabulating those dying at hospitals en masse amid oxygen shortages ... 25 Jaipur Golden, 25 Ganga Ram.. 22 Nashik... anyone counting our dead ?",,172,662,1.7K,"['https://pbs.twimg.com/profile_images/1327838037175255040/b-wWXtEW_mini.jpg', 'https://pbs.twimg.com/media/EzwsBFvVEAILT07?format=jpg&name=small']",https://twitter.com/AnupamaPande2/status/1386264143754268672,[],"['journalism', 'sensationalism', 'multiple', 'way', 'exist', 'reconcile', 'number', 'one', 'see', 'photo', 'mass', 'burial', 'uk', 'ny', 'covid', 'wa', 'peak', 'tvmohandaspai', 'bdutt', 'shefvaidya', 'nan_dini_', 'photo', 'spread', 'fear', 'panic']",
1789,1789,2Legit2Quit,@vikashy18,2021-04-25T08:01:28.000Z,When someone starts defending any political party on #Covid failure..,,,,,6,['https://pbs.twimg.com/media/Ezzfy1wVcAI51aF?format=jpg&name=small'],https://twitter.com/vikashy18/status/1386228853291454469,['Covid'],"['someone', 'start', 'defending', 'political', 'party', 'covid', 'failure']",covid
1790,1790,Harpreet Singh,@hpsahni9,2021-04-25T03:53:59.000Z,"In Hope , Can Reach To Any Needy : 
free Oxygen In Mohali , Chandigarh..
#Oxygen #OxygenCrisis #OxygenShortage #OxygenCylinders #CovidResources  #COVID19 #CORONAUPDATE #corona #Mohali #Chandigarh #Free","Quote Tweet
Mrsingh
@Mrsinghvirdi
 · Apr 24
@TraderHarneet We want to supply medical Oxygen gas free to all needy specially who are in isolation or at homes having other ailments (i.e. Asthma, Cancer or lungs problem).
Please circulate in other groups also. 
Thanks
Hitech Industries Limited, MOHALI
9872100006
9878800060",🤑 💸 💸 💵 💵 💲,,2,,['https://pbs.twimg.com/profile_images/1261857215473782784/EDsABBNS_mini.jpg'],https://twitter.com/hpsahni9/status/1386166575472934916,"['Oxygen', 'OxygenCrisis', 'OxygenShortage', 'OxygenCylinders', 'CovidResources', 'COVID19', 'CORONAUPDATE', 'corona', 'Mohali', 'Chandigarh', 'Free']","['hope', 'reach', 'needy', 'free', 'oxygen', 'mohali', 'chandigarh', 'oxygen', 'oxygencrisis', 'oxygenshortage', 'oxygencylinders', 'covidresources', 'covid', 'coronaupdate', 'corona', 'mohali', 'chandigarh', 'free']",oxygen  oxygen crisis  oxygen shortage  oxygen cylinders  covid resources covid 19 coronaupdate corona  mohali  chandigarh  free
1791,1791,Taslim Ahmed Rehmani,@Drrehmani,2021-04-25T17:56:29.000Z,"Will the 
@SupremeCourtFan
 will take suo moto cognisance of Siddique Kappan case of inhuman behaviour by 
@myogiadityanath
 while he is suffering with Covid and tied with the folding bed like an animal? It it what jail manual allows in UP?Treat him like a human or face the law.",,,8,152,262,[],https://twitter.com/Drrehmani/status/1386378594763505666,[],"['supremecourtfan', 'take', 'suo', 'moto', 'cognisance', 'siddique', 'kappan', 'case', 'inhuman', 'behaviour', 'myogiadityanath', 'suffering', 'covid', 'tied', 'folding', 'bed', 'like', 'animal', 'jail', 'manual', 'allows', 'treat', 'like', 'human', 'face', 'law']",
1792,1792,Niharika ♡,@nihxtweets,2021-04-25T07:05:47.000Z,"REMDESIVIR GOVERNMENT ISSUED LIST 
DO NOT ENCOURAGE BLACK MARKETERS PLEASE REFER TO THIS LIST ONLYY !!! 

#CovidHelp #CovidIndia #COVIDEmergency2021 #CovidSOS #Remdesivir",,,,25,9,"['https://pbs.twimg.com/media/EzzTDJuUcAIldkz?format=jpg&name=small', 'https://pbs.twimg.com/media/EzzTDKoUUAU2Dj8?format=jpg&name=small', 'https://pbs.twimg.com/media/EzzTDK3VgAEz6aa?format=jpg&name=small']",https://twitter.com/nihxtweets/status/1386214842487382019,"['CovidHelp', 'CovidIndia', 'COVIDEmergency2021', 'CovidSOS', 'Remdesivir']","['remdesivir', 'government', 'issued', 'list', 'encourage', 'black', 'marketer', 'please', 'refer', 'list', 'onlyy', 'covidhelp', 'covidindia', 'covidemergency', 'covidsos', 'remdesivir']",covid help  covid india covid emergency 2021  covid sos  remdesivir
1793,1793,Ashwin Mishra,@ashwin_awyn,2021-04-25T07:26:56.000Z,"In Agra,if a person has all covid symptoms &oxygen level is dropping upto 63%still he can not get bed in hospital b'coz there is no covid + report
Whereas the testing was being only done in District hospital and the reports are getting delayed by 7-8day.
@myogiadityanath
 @UPGovt",,,,,,[],https://twitter.com/ashwin_awyn/status/1386220165898018817,[],"['agra', 'person', 'ha', 'covid', 'symptom', 'oxygen', 'level', 'dropping', 'upto', 'still', 'get', 'bed', 'hospital', 'bcoz', 'covid', 'report', 'whereas', 'testing', 'wa', 'done', 'district', 'hospital', 'report', 'getting', 'delayed', 'day', 'myogiadityanath', 'upgovt']",
1794,1794,Shafaq Khan,@onlyshafaq,2021-04-25T22:46:13.000Z,"#SOSPatna
List of New Hospitals , can admit covid patients",,,,,,['https://pbs.twimg.com/media/Ez2qTJWX0AMy_s_?format=jpg&name=900x900'],https://twitter.com/onlyshafaq/status/1386451509248884736,['SOSPatna'],"['sospatna', 'list', 'new', 'hospital', 'admit', 'covid', 'patient']",sos patna
1795,1795,Lokesh Agarwal,@LokeshAgs,2021-04-25T07:01:19.000Z,"Next Ratnas and Padma Awards by GOI should be only to COVID Warriors. No politicians, cine stars, sports, etc. #RatnaandPadmaforCovidWarriors 
@PMOIndia
 @AmitShahOffice
 @drharshvardhan
 @TOIDelhi
 @htTweets
 @republic
 @indiatvnews
 @IndiaToday",,,2,3,10,[],https://twitter.com/LokeshAgs/status/1386213716501295105,['RatnaandPadmaforCovidWarriors'],"['next', 'ratnas', 'padma', 'award', 'goi', 'covid', 'warrior', 'politician', 'cine', 'star', 'sport', 'etc', 'ratnaandpadmaforcovidwarriors', 'pmoindia', 'amitshahoffice', 'drharshvardhan', 'toidelhi', 'httweets', 'republic', 'indiatvnews', 'indiatoday']",ratnaand padmafor covid warriors
1796,1796,Prashant Arora,@PrashantArora71,2021-04-25T17:41:58.000Z,"In an effort to support India’s fight against Covid-19,I d like to offer our 3story Buildng 50,000 sq.ft approx covered area in Tikri Kalan,Main Rohtak Road,rent-free until corona crises is behind us to your services or Govt to develop/run Covid facility 
@DrKumarVishwas
 @SonuSood",,,,,1,[],https://twitter.com/PrashantArora71/status/1386374943546380288,[],"['effort', 'support', 'india', 'fight', 'covid', 'like', 'offer', 'story', 'buildng', 'sqft', 'approx', 'covered', 'area', 'tikri', 'kalan', 'main', 'rohtak', 'road', 'rentfree', 'corona', 'crisis', 'behind', 'u', 'service', 'govt', 'develop', 'run', 'covid', 'facility', 'drkumarvishwas', 'sonusood']",
1797,1797,Yip Foundation,@YipImpact,2021-04-25T22:45:26.000Z,"This World Immunization Week, watch Olivia Colman answer five questions on vaccines and COVID-19.

#VaccinesWork","0:56
132.4K views
From 
UNICEF",,,3,19,[],https://twitter.com/YipImpact/status/1386451312376614915,['VaccinesWork'],"['world', 'immunization', 'week', 'watch', 'olivia', 'colman', 'answer', 'five', 'question', 'vaccine', 'covid', 'vaccineswork']",vaccines work
1798,1798,Fistful of Twinkies,@curlymalloy,2021-04-25T23:29:50.000Z,"[Oscar Red Carpet]

Interviewer: Who are you wearing???

Me: (pointing to where I got my covid-19 shot)
BAND-AID!!!",,,1,19,43,[],https://twitter.com/curlymalloy/status/1386462487474688003,[],"['oscar', 'red', 'carpet', 'interviewer', 'wearing', 'pointing', 'got', 'covid', 'shot', 'bandaid']",
1799,1799,Asahi Shimbun AJW,@AJWasahi,2021-04-25T23:47:30.000Z,"COVID-19 cases in Osaka top 1,000 for 6th day in a row #osaka #COVID19 : The Asahi Shimbun","COVID-19 cases in Osaka top 1,000 for 6th day in a row : The Asahi Shimbun
OSAKA--Osaka Prefecture reported 21 deaths from COVID-19 on April 25 as its daily count of new cases
asahi.com",,,4,4,['https://pbs.twimg.com/card_img/1386466861135527941/2rZGefVI?format=jpg&name=240x240'],https://twitter.com/AJWasahi/status/1386466930240876545,"['osaka', 'COVID19']","['covid', 'case', 'osaka', 'top', 'th', 'day', 'row', 'osaka', 'covid', 'asahi', 'shimbun']",osaka covid 19
1800,1800,nzherald,@nzherald,2021-04-25T22:43:56.000Z,#BREAKING Massive Covid manhunt underway: Fiji capital placed into lockdown https://nzherald.co.nz/world/covid-19-coronavirus-fijis-capital-suva-in-lockdown-as-authorities-scramble-to-trace-mystery-case/G6HHFZOOG4FNSEFMSGX76NR7W4/?utm_campaign=nzh_tw&utm_medium=Social&utm_source=Twitter&utm_campaign=nzh_tw#Echobox=1619389970…,,,1,4,14,['https://pbs.twimg.com/media/Ez2px35X0AI96Uv?format=jpg&name=small'],https://twitter.com/nzherald/status/1386450936474783744,"['BREAKING', 'Echobox']","['breaking', 'massive', 'covid', 'manhunt', 'underway', 'fiji', 'capital', 'placed', 'lockdown', 'httpsnzheraldconzworldcovidcoronavirusfijiscapitalsuvainlockdownasauthoritiesscrambletotracemysterycaseghhfzoogfnsefmsgxnrwutm_campaignnzh_twutm_mediumsocialutm_sourcetwitterutm_campaignnzh_twechobox']",breaking  echobox
1801,1801,Rep. Ro Khanna,@RepRoKhanna,2021-04-25T22:52:28.000Z,"“U.S. Representative Ro Khanna, Democratic vice-chair of the Congressional India Caucus, welcomed the announcement but urged Biden to go further and give India the United States' unused COVID-19 vaccines doses from AstraZeneca.”","U.S. to provide vaccine components, medical supplies to India
The United States will immediately provide raw materials for COVID-19 vaccines, medical equipment and protective gear to help India respond to a massive surge in COVID-19 infections, a White House...
reuters.com",,3,39,105,['https://pbs.twimg.com/card_img/1386370314863484928/ecJ14IfA?format=jpg&name=small'],https://twitter.com/RepRoKhanna/status/1386453082498813967,[],"['u', 'representative', 'ro', 'khanna', 'democratic', 'vicechair', 'congressional', 'india', 'caucus', 'welcomed', 'announcement', 'urged', 'biden', 'go', 'give', 'india', 'united', 'state', 'unused', 'covid', 'vaccine', 'dos', 'astrazeneca']",
1802,1802,Um_swoop,@Um_swoop,2021-04-25T22:55:27.000Z,"A year later and this thing shows up at my door, and I remember that early pandemic, covid anxiety, and boxed wine influenced matt should probably not have been on kickstarter. I hope it at least works.",,,1,,5,['https://pbs.twimg.com/media/Ez2saSmXEAIpjkN?format=jpg&name=small'],https://twitter.com/Um_swoop/status/1386453831332950018,[],"['year', 'later', 'thing', 'show', 'door', 'remember', 'early', 'pandemic', 'covid', 'anxiety', 'boxed', 'wine', 'influenced', 'matt', 'probably', 'kickstarter', 'hope', 'least', 'work']",
1803,1803,Aimim Sumaiya fatima,@AimimShama,2021-04-25T23:11:48.000Z,"Alhamdullilah.

Covid helpline & oxygen bank for the people of #Hyderabad",,,,1,6,['https://pbs.twimg.com/media/Ez2wJnRXEAMs-zy?format=jpg&name=small'],https://twitter.com/AimimShama/status/1386457949577510914,['Hyderabad'],"['alhamdullilah', 'covid', 'helpline', 'oxygen', 'bank', 'people', 'hyderabad']",hyderabad
1804,1804,ArkansasCovid,@ArkansasCovid,2021-04-25T22:56:06.000Z,"Another Arkansan lost their life due to COVID-19, according to the ADH on April 25. Since the beginning of the pandemic, there have been a reported 5,718 COVID-19-related deaths in Arkansas.",,,,1,8,['https://pbs.twimg.com/media/Ez2sjrtX0AE59Sb?format=jpg&name=small'],https://twitter.com/ArkansasCovid/status/1386453995514998787,[],"['another', 'arkansan', 'lost', 'life', 'due', 'covid', 'according', 'adh', 'april', 'since', 'beginning', 'pandemic', 'reported', 'covidrelated', 'death', 'arkansas']",
1805,1805,Athrout Kashmir,@Athrout_Kashmir,2021-04-25T23:00:59.000Z,"The last two days have been very emotional at Athrout. We are receiving multiple cases of whole families getting infected. Yesterday, we were shocked when a COVID +ve patient walked into our office for an oxygen concentrator for his mother.",,,24,193,888,[],https://twitter.com/Athrout_Kashmir/status/1386455226278846464,[],"['last', 'two', 'day', 'emotional', 'athrout', 'receiving', 'multiple', 'case', 'whole', 'family', 'getting', 'infected', 'yesterday', 'shocked', 'covid', 'patient', 'walked', 'office', 'oxygen', 'concentrator', 'mother']",
1806,1806,hannah diane,@nana_hannah_,2021-04-25T23:06:31.000Z,"the cashier at mcalister's just coughed while taking my order. if i get covid, you know where i got it",,🌤 😳,,,1,[],https://twitter.com/nana_hannah_/status/1386456618485813249,[],"['cashier', 'mcalisters', 'coughed', 'taking', 'order', 'get', 'covid', 'know', 'got']",
1807,1807,Kshitij kuthiala,@KuthialaKshitij,2021-04-25T07:45:11.000Z,I am offering my services to anyone who wants to break into #VentureCapital  / #VentureDebt in return for money raised for #Covid relief resources in dire need of it (Donate a reasonable amount - my estimate is 5k),,,1,4,2,['https://pbs.twimg.com/media/Ezzbxg3VEAIRjDi?format=jpg&name=900x900'],https://twitter.com/KuthialaKshitij/status/1386224754802126853,"['VentureCapital', 'VentureDebt', 'Covid']","['offering', 'service', 'anyone', 'want', 'break', 'venturecapital', 'venturedebt', 'return', 'money', 'raised', 'covid', 'relief', 'resource', 'dire', 'need', 'donate', 'reasonable', 'amount', 'estimate', 'k']",venture capital  venture debt  covid
1808,1808,Swati Chaturvedi,@bainjal,2021-04-25T08:01:28.000Z,"Anything to save Modi the blushes the panna pramukhs, IT cell are now attacking the government. The US government for the Covid catastrophe in India. The Modi govt is responsible for nothing",,,28,193,768,[],https://twitter.com/bainjal/status/1386228853601800194,[],"['anything', 'save', 'modi', 'blush', 'panna', 'pramukhs', 'cell', 'attacking', 'government', 'u', 'government', 'covid', 'catastrophe', 'india', 'modi', 'govt', 'responsible', 'nothing']",
1809,1809,Licypriya Kangujam,@LicypriyaK,2021-04-25T06:51:47.000Z,"Hi 
@raghav_chadha
 Sir,
You just pay attention to big hospitals where VIPs are staying and you don’t pay any attention to Pentamed Hospital where common people are staying. Since last night, 60 critical COVID19 patients are dying without oxygen! This is my sixth
 tweets to you ",,🆘,43,1K,2.7K,[],https://twitter.com/LicypriyaK/status/1386211317137117185,[],"['hi', 'raghav_chadha', 'sir', 'pay', 'attention', 'big', 'hospital', 'vip', 'staying', 'pay', 'attention', 'pentamed', 'hospital', 'common', 'people', 'staying', 'since', 'last', 'night', 'critical', 'covid', 'patient', 'dying', 'without', 'oxygen', 'sixth', 'tweet']",
1810,1810,Mohammad Salman,@writesalman,2021-04-25T09:54:30.000Z,"Our Covid Relief Control room is ready to serve you. Please tag me (
@writesalman
) or 
@sioindia
 @musab1
 for any kind of #CovidHelp. Our team will try to connect you with verified Covid Resource.
Please use #SOSSIO in your tweets.",,,56,593,955,['https://pbs.twimg.com/media/Ezz5qKpUUAc9x6p?format=jpg&name=small'],https://twitter.com/writesalman/status/1386257299774210054,"['CovidHelp', 'SOSSIO']","['covid', 'relief', 'control', 'room', 'ready', 'serve', 'please', 'tag', 'writesalman', 'sioindia', 'musab', 'kind', 'covidhelp', 'team', 'try', 'connect', 'verified', 'covid', 'resource', 'please', 'use', 'sossio', 'tweet']",covid help sossio
1811,1811,Hari Kumar,@HariNYT,2021-04-25T06:48:27.000Z,India could eliminate Polio because universal Polio immunisation was free for all. Same principle should apply on Covid19 vaccine.,,,9,106,342,[],https://twitter.com/HariNYT/status/1386210481434628098,[],"['india', 'could', 'eliminate', 'polio', 'universal', 'polio', 'immunisation', 'wa', 'free', 'principle', 'apply', 'covid', 'vaccine']",
1812,1812,anurag yadav,@anuragyadav09,2021-04-25T05:56:04.000Z,"GURUGRAM
Urgent need for REMDESIVIR (6injections)

Patient name : Satyajeet yadav 
Age : 32
Hospital :Paras HOSPITAL ,gurugram
Covid report : positive
Contact : +91 9717472304 
@TeamDeepender
 @DC_Gurugram
 @cmohry
 @anilvijminister",,,,2,1,['https://pbs.twimg.com/media/EzzDFSHUUAQ_BzY?format=jpg&name=small'],https://twitter.com/anuragyadav09/status/1386197297394970628,[],"['gurugram', 'urgent', 'need', 'remdesivir', 'injection', 'patient', 'name', 'satyajeet', 'yadav', 'age', 'hospital', 'p', 'ara', 'hospital', 'gurugram', 'covid', 'report', 'positive', 'contact', 'teamdeepender', 'dc_gurugram', 'cmohry', 'anilvijminister']",
1813,1813,Er. Doriwal,@VinnuDoriwal,2021-04-25T19:54:20.000Z,Ye neta ji to sch bol gaye flow flow me..... #Politics #covid19,,,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1386408230373400576/pu/img/nbfspRCT8FyD4Buq.jpg'],https://twitter.com/VinnuDoriwal/status/1386408251491635200,"['Politics', 'covid19']","['ye', 'neta', 'ji', 'sch', 'bol', 'gaye', 'flow', 'flow', 'politics', 'covid']",politics covid 19
1814,1814,sonia,@sonia72761175,2021-04-25T02:43:03.000Z,"In this time of covid crisis let’s introduce you all mr asim husain president of be human ngo who came like god to me.serving people with free oxygen in darya ganj near moti mahal restaurant
thanks sir for helping me.retweet guys sothat every needy can get oxygen from them",,🙏 🥺 🙏,1,12,12,"['https://pbs.twimg.com/media/EzyW6MOUUAINnQs?format=jpg&name=small', 'https://pbs.twimg.com/media/EzyW6MNVoAI1tJe?format=jpg&name=small']",https://twitter.com/sonia72761175/status/1386148722380185601,[],"['time', 'covid', 'crisis', 'let', 'introduce', 'mr', 'asim', 'husain', 'president', 'human', 'ngo', 'came', 'like', 'god', 'meserving', 'people', 'free', 'oxygen', 'darya', 'ganj', 'near', 'moti', 'mahal', 'restaurant', 'thanks', 'sir', 'helping', 'meretweet', 'guy', 'sothat', 'every', 'needy', 'get', 'oxygen']",
1815,1815,FreeVoice,@FreeVoice_016,2021-04-25T07:25:57.000Z,"India is really struggling with Covid-19. Global support needed. Health care system is crashing. Its a Pandemic, we are all in it together. Must become each other's support.  
:- 
@shoaib100mph",,,,,,[],https://twitter.com/FreeVoice_016/status/1386219917998018560,[],"['india', 'really', 'struggling', 'covid', 'global', 'support', 'needed', 'health', 'care', 'system', 'crashing', 'pandemic', 'together', 'must', 'become', 'others', 'support', 'shoaibmph']",
1816,1816,Mansi Chauhan,@Mansi__Chauhan_,2021-04-25T14:41:57.000Z,"Is there anyone from Jhansi , who can help to arrange Plasma for a covid patient with B+ve Blood group ?. He is in urgent need... Please share this with right people...Who can help him out.",,,,1,3,[],https://twitter.com/Mansi__Chauhan_/status/1386329640889843714,[],"['anyone', 'jhansi', 'help', 'arrange', 'plasma', 'covid', 'patient', 'b', 'blood', 'group', 'urgent', 'need', 'please', 'share', 'right', 'people', 'help']",
1817,1817,Tapan,@TapanDeyMusic,2021-04-25T11:26:20.000Z,"Why Gautam Gambhir is hoarding covid medicine Fabiflu?
#Fabilflu
#CoronavirusIndia
@abhisar_sharma","Why is Gautam Gambhir stocking Covid drug Fabiflu? | Ground Report
As relatives of #Covid patients are forced to run around Delhi for #Fabiflu because hospitals and pharmacies have run out of the drug, East Delhi MP #GautamG...
youtube.com",,,,,['https://pbs.twimg.com/card_img/1388433193657901058/6CwladVF?format=jpg&name=240x240'],https://twitter.com/TapanDeyMusic/status/1386280412347912195,"['Fabilflu', 'CoronavirusIndia']","['gautam', 'gambhir', 'hoarding', 'covid', 'medicine', 'fabiflu', 'fabilflu', 'coronavirusindia', 'abhisar_sharma']",fabilflu  coronavirus india
1818,1818,FreeVoice,@FreeVoice_016,2021-04-25T03:16:59.000Z,"The number of total #COVID19 infections in the national capital has crossed the one million mark

On Saturday, Delhi reported 24,103 cases and record 357 deaths 

It has taken only 11 days for the city to report 250,000 cases :: ht

Read: https://hindustantimes.com/cities/delhi-n",,,,1,,[],https://twitter.com/FreeVoice_016/status/1386157262641762305,['COVID19'],"['number', 'total', 'covid', 'infection', 'national', 'capital', 'ha', 'crossed', 'one', 'million', 'mark', 'saturday', 'delhi', 'reported', 'case', 'record', 'death', 'ha', 'taken', 'day', 'city', 'report', 'case', 'ht', 'read', 'httpshindustantimescomcitiesdelhin']",covid 19
1819,1819,FreeVoice,@FreeVoice_016,2021-04-25T03:16:25.000Z,"Moolchand Hospital gets oxygen after SOS calls, hospital authorities say nodal officers did not respond to their calls :- ndtv

NDTV’s Akshay Dongare reports from a Covid ward 

#COVID19",,,,1,,[],https://twitter.com/FreeVoice_016/status/1386157118403792896,['COVID19'],"['moolchand', 'hospital', 'get', 'oxygen', 'call', 'hospital', 'authority', 'say', 'nodal', 'officer', 'respond', 'call', 'ndtv', 'ndtv', 'akshay', 'dongare', 'report', 'covid', 'ward', 'covid']",covid 19
1820,1820,Das Babu,@ashitedas,2021-04-25T20:00:46.000Z,"Power of Constructive criticism.Just after one day US agrees to export raw materials for vaccine.. we will win this battle against #COVID19 
 together 
 thanks #world #vaccines",,🦠,,,,['https://pbs.twimg.com/media/Ez2EbK-UUAIzXTx?format=jpg&name=small'],https://twitter.com/ashitedas/status/1386409873068290048,"['COVID19', 'world', 'vaccines']","['power', 'constructive', 'criticismjust', 'one', 'day', 'u', 'agrees', 'export', 'raw', 'material', 'vaccine', 'win', 'battle', 'covid', 'together', 'thanks', 'world', 'vaccines']",covid 19 world vaccines
1821,1821,Abhijit Majumder,@abhijitmajumder,2021-04-25T17:41:15.000Z,"Burning or burial of the dead is a sacred, profoundly private act. US media never disrespected their dead from 9/11 to Covid. Nor did media of France, Germany, Italy, UK, China or any self-respecting nation. It’s your prerogative, but just asking: Was this necessary?","Quote Tweet
barkha dutt
@BDUTT
 · Apr 25
Delhi tonight. The loneliness of the COVID Cremation ground. And if you start tabulating those dying at hospitals en masse amid oxygen shortages ... 25 Jaipur Golden, 25 Ganga Ram.. 22 Nashik... anyone counting our dead ?",,611,3.9K,11.5K,"['https://pbs.twimg.com/profile_images/1327838037175255040/b-wWXtEW_mini.jpg', 'https://pbs.twimg.com/media/EzwsBFvVEAILT07?format=jpg&name=small']",https://twitter.com/abhijitmajumder/status/1386374760490168322,[],"['burning', 'burial', 'dead', 'sacred', 'profoundly', 'private', 'act', 'u', 'medium', 'never', 'disrespected', 'dead', 'covid', 'medium', 'france', 'germany', 'italy', 'uk', 'china', 'selfrespecting', 'nation', 'prerogative', 'asking', 'wa', 'necessary']",
